generation,fitness_min,fitness_mean,fitness_max,fitness_std,labels_entropy,labels_imbalance
0,0.01953125,0.09955078125,0.189453125,0.027093518811639804,0.9999867977219693,1.0196078431372548
1,0.0390625,0.09857421875,0.15234375,0.027623368020852017,0.9999867977219693,1.0196078431372548
2,0.033203125,0.0975,0.16796875,0.02894275566473846,0.9999867977219693,1.0196078431372548
3,0.037109375,0.09830078125,0.177734375,0.030998813483388843,0.9999867977219693,1.0196078431372548
4,0.05078125,0.09849609375,0.177734375,0.028160588107036755,0.9999867977219693,1.0196078431372548
5,0.037109375,0.1025390625,0.171875,0.03267094185808746,0.9999867977219693,1.0196078431372548
6,0.033203125,0.0978515625,0.216796875,0.03366804556965653,0.9999867977219693,1.0196078431372548
7,0.04296875,0.10513671875,0.220703125,0.03611967138569705,0.9999867977219693,1.0196078431372548
8,0.03515625,0.10396484375,0.18359375,0.03669365727551466,0.9999867977219693,1.0196078431372548
9,0.044921875,0.10587890625,0.1953125,0.03212792076756103,0.9999867977219693,1.0196078431372548
10,0.04296875,0.09830078125,0.203125,0.030865623131311956,0.9999867977219693,1.0196078431372548
11,0.03515625,0.1049609375,0.17578125,0.033272698248420864,0.9999867977219693,1.0196078431372548
12,0.033203125,0.09806640625,0.1875,0.033148271555308764,0.9999867977219693,1.0196078431372548
13,0.03125,0.09796875,0.171875,0.03183739931459835,0.9999867977219693,1.0196078431372548
14,0.04296875,0.10408203125,0.1796875,0.030526656462192877,0.9999867977219693,1.0196078431372548
15,0.048828125,0.10990234375,0.1875,0.030527356245998723,0.9999867977219693,1.0196078431372548
16,0.046875,0.10111328125,0.177734375,0.02945899803638299,0.9999867977219693,1.0196078431372548
17,0.04296875,0.1023828125,0.18359375,0.029132586232025574,0.9999867977219693,1.0196078431372548
18,0.046875,0.107890625,0.169921875,0.028811235313214837,0.9999867977219693,1.0196078431372548
19,0.052734375,0.1021875,0.166015625,0.025724784282228443,0.9999867977219693,1.0196078431372548
20,0.037109375,0.10390625,0.203125,0.03308111774959395,0.9999867977219693,1.0196078431372548
21,0.041015625,0.10392578125,0.208984375,0.03528869907072932,0.9999867977219693,1.0196078431372548
22,0.037109375,0.10666015625,0.193359375,0.03529907511507195,0.9999867977219693,1.0196078431372548
23,0.03515625,0.1096875,0.224609375,0.04119447612582602,0.9999867977219693,1.0196078431372548
24,0.03515625,0.1076171875,0.212890625,0.039958951869045016,0.9999867977219693,1.0196078431372548
25,0.0390625,0.11064453125,0.232421875,0.03853983831794371,0.9999867977219693,1.0196078431372548
26,0.044921875,0.11353515625,0.2578125,0.03771570347932582,0.9999867977219693,1.0196078431372548
27,0.04296875,0.1151171875,0.24609375,0.03847291384984579,0.9999867977219693,1.0196078431372548
28,0.0546875,0.116171875,0.2421875,0.037960510615782525,0.9999867977219693,1.0196078431372548
29,0.02734375,0.119921875,0.265625,0.04727127419752732,0.9999867977219693,1.0196078431372548
30,0.04296875,0.12060546875,0.26171875,0.046801191076788366,0.9999867977219693,1.0196078431372548
